Date,Average_Return_High,Count_High,Average_Return_Low,Count_Low,ESG_Factor
2016-08-31,0.0038738720867193322,279,0.01675066358567179,279,0.01287679149895246
2016-09-30,-0.001438712296641829,281,0.015209122178357444,281,0.016647834474999273
2016-10-31,-0.01614238823084083,282,-0.03296821693241573,282,-0.0168258287015749
2016-11-30,0.060378839849431445,282,0.08741664616946782,282,0.02703780632003637
2016-12-31,0.017318598467616752,324,0.030267988777711714,324,0.012949390310094962
2017-01-31,0.022290256775659087,325,0.01070419657353593,325,-0.011586060202123157
2017-02-28,0.03485484014878668,325,0.021506697154320624,325,-0.013348142994466058
2017-03-31,-0.002349230201776355,326,0.019479284169317015,326,0.02182851437109337
2017-04-30,0.009507210873428424,327,0.020607097459484563,327,0.01109988658605614
2017-05-31,0.009885707759184029,327,-0.009174310591478614,327,-0.019060018350662643
2017-06-30,0.010972619160028103,327,0.03984540660712388,327,0.028872787447095774
2017-07-31,0.017554982841113814,327,0.019407678821254003,327,0.0018526959801401892
2017-08-31,-0.0011630106047601065,328,-0.00607840589803648,328,-0.004915395293276373
2017-09-30,0.03281535888335541,328,0.06249907270129308,328,0.02968371381793767
2017-10-31,0.016073736964324004,328,0.013186988739045374,328,-0.0028867482252786306
2017-11-30,0.04038255840875468,328,0.04075449589599067,328,0.0003719374872359904
2017-12-31,0.018791814319782506,342,0.012652704183386786,342,-0.006139110136395721
2018-01-31,0.03962581540010443,342,0.023067562315117408,342,-0.016558253084987023
2018-02-28,-0.04543834180108778,342,-0.034982992559719726,342,0.010455349241368053
2018-03-31,-0.007995539982135579,343,0.01891445098091491,343,0.02690999096305049
2018-04-30,0.0019089495712066138,343,0.011522425358772402,343,0.009613475787565788
2018-05-31,0.016164607784631503,343,0.06102353166076448,343,0.044858923876132974
2018-06-30,0.008513288381073654,343,0.01332441339375118,343,0.004811125012677525
2018-07-31,0.03535846540403232,343,0.02368914475003858,343,-0.011669320653993741
2018-08-31,0.021305613341496582,343,0.050902703977051544,343,0.029597090635554962
2018-09-30,-0.001961552663775436,344,-0.011540070452787694,344,-0.009578517789012258
2018-10-31,-0.07276461582401969,344,-0.09733378092129875,344,-0.024569165097279064
2018-11-30,0.03135156596785022,344,0.031661182670175786,344,0.00030961670232556443
2018-12-31,-0.10345818323493709,349,-0.1076370084364696,349,-0.00417882520153251
2019-01-31,0.09959358297855996,349,0.12520146627836412,349,0.025607883299804166
2019-02-28,0.04061598409699358,349,0.04637623356150073,349,0.00576024946450715
2019-03-31,0.005031835529453841,349,-0.0010286009852126948,349,-0.006060436514666536
2019-04-30,0.03421394824088564,349,0.04013403623870145,349,0.005920087997815814
2019-05-31,-0.07598868567902042,349,-0.07052486752635392,349,0.0054638181526665
2019-06-30,0.08036094630339628,350,0.07919812496888856,350,-0.0011628213345077215
2019-07-31,0.01387932896052185,350,0.021138327237776557,350,0.007258998277254708
2019-08-31,-0.04147709309188951,350,-0.03261004694115348,350,0.008867046150736031
2019-09-30,0.042053686604973974,351,0.024091985037670186,351,-0.017961701567303787
2019-10-31,0.005212210553917277,351,0.02934787847814045,351,0.024135667924223177
2019-11-30,0.03625475071253978,351,0.03859816721615523,351,0.002343416503615449
2019-12-31,0.03419396839594519,355,0.033552687883267374,355,-0.0006412805126778179
2020-01-31,-0.025836537821269063,355,-0.020527159916372835,355,0.005309377904896228
2020-02-29,-0.09039399467622694,355,-0.0816436585525019,355,0.008750336123725042
2020-03-31,-0.20060688796131146,356,-0.21520500654099667,356,-0.01459811857968521
2020-04-30,0.1519307644166199,356,0.1824966968843245,356,0.030565932467704587
2020-05-31,0.0424935689950496,356,0.07586161153489143,356,0.03336804253984183
2020-06-30,0.02652456958597126,356,0.041246407497977984,356,0.014721837912006725
2020-07-31,0.03705271505597358,356,0.04053551557929062,356,0.0034828005233170367
2020-08-31,0.05286247601025945,356,0.058778700881786466,356,0.005916224871527015
2020-09-30,-0.03068755705729018,356,-0.030824961681135722,356,-0.0001374046238455419
2020-10-31,0.0001074588854706111,356,0.013831063225698229,356,0.013723604340227617
2020-11-30,0.16894657542836194,356,0.17757035135220592,356,0.008623775923843974
2020-12-31,0.04480090058329702,360,0.08783338300572631,360,0.04303248242242929
2021-01-31,0.006132991160933394,360,0.08565873034041624,360,0.07952573917948284
2021-02-28,0.05948941728348904,360,0.09419404238543212,360,0.03470462510194308
2021-03-31,0.06201118396794846,361,0.03139413392127872,361,-0.030617050046669744
2021-04-30,0.041220764382261514,361,0.03172463296640988,361,-0.009496131415851636
2021-05-31,0.027792953129225376,361,0.014542719527079513,361,-0.013250233602145863
2021-06-30,-0.0002957310761080008,361,0.012359583351846835,361,0.012655314427954836
2021-07-31,0.009105409507682672,361,-0.013239398264871792,361,-0.022344807772554466
2021-08-31,0.02043305260445551,361,0.03959234698215474,361,0.01915929437769923
2021-09-30,-0.03624492009818839,361,-0.016997977063309067,361,0.01924694303487932
2021-10-31,0.04844197736654132,361,0.05734422594968127,361,0.008902248583139948
2021-11-30,-0.024877101289175075,361,-0.03339558462192175,361,-0.008518483332746674
2021-12-31,0.06408011344736357,365,0.04713653075817811,365,-0.016943582689185457
2022-01-31,-0.0387888106714724,366,-0.07232076194143106,366,-0.03353195126995866
2022-02-28,-0.0027508590571953123,366,0.0157541448610165,366,0.01850500391821181
2022-03-31,0.022644567140994696,366,0.013578904824662232,366,-0.009065662316332464
2022-04-30,-0.06037883410214647,366,-0.08341527451237057,366,-0.023036440410224103
2022-05-31,0.009154518970385063,366,0.018105941413239464,366,0.008951422442854401
2022-06-30,-0.10006617816901849,366,-0.07274325163820777,366,0.027322926530810712
2022-07-31,0.08905758842189453,366,0.12188619947972834,366,0.032828611057833815
2022-08-31,-0.031240658723284877,366,-0.035141428287520794,366,-0.0039007695642359168
2022-09-30,-0.10207902940807387,367,-0.09477670973451123,367,0.007302319673562638
2022-10-31,0.11339230909760203,367,0.12394827484328728,367,0.01055596574568525
2022-11-30,0.07619036492557792,367,0.044976432371560175,367,-0.03121393255401774
2022-12-31,-0.05039717904646281,369,-0.06694181427954031,369,-0.016544635233077497
2023-01-31,0.07996629200813431,369,0.11539263267911284,369,0.03542634067097854
2023-02-28,-0.03118721496649715,369,-0.014312538378891335,369,0.016874676587605816
2023-03-31,-0.014463553126247494,369,-0.029604102279000517,369,-0.015140549152753023
2023-04-30,-0.003660827055601185,369,-0.011338846870828204,369,-0.007678019815227019
2023-05-31,-0.036576776708533425,369,-0.01219962112019495,369,0.024377155588338473
2023-06-30,0.0824810185016305,369,0.0839784504625054,369,0.001497431960874901
2023-07-31,0.04398609210137817,369,0.05883514204625284,369,0.014849049944874675
2023-08-31,-0.03369066727444528,369,-0.033316051703301264,369,0.0003746155711440158
2023-09-30,-0.05001809570285204,369,-0.05572003331571009,369,-0.005701937612858053
2023-10-31,-0.05040142387049049,369,-0.05635888893404075,369,-0.005957465063550257
2023-11-30,0.0948861140548428,369,0.1013171081744979,369,0.006430994119655101
2023-12-31,0.08702543369666117,371,0.11902737496437722,371,0.03200194126771605
2024-01-31,-0.017469280598051515,371,-0.03580540966317293,371,-0.018336129065121415
2024-02-29,0.03494298714229553,371,0.04845692285101312,371,0.01351393570871759
2024-03-31,0.048524039880830865,371,0.030862023357176367,371,-0.017662016523654497
2024-04-30,-0.04683852848808149,371,-0.06677750072129537,371,-0.019938972233213885
2024-05-31,0.03490935764616764,371,0.057063772662738176,371,0.022154415016570533
